0.10611514	-0.01612872	-0.07369235	0.011652471	0.097881444	0.046099894	0.042315144	0.017146593	0.02205702	-0.042694714	-0.118274495	-0.13754852	-0.11807146	0.008027459	-0.09653637	-0.08141864
0.07742495	0.02087703	-0.021022813	0.037471086	0.07707849	0.02364513	0.05250696	-0.052092753	-0.028491784	-0.018001655	-0.033857033	-0.004180606	-0.010336959	-0.019304039	-0.052684706	-0.021970514
0.021614214	0.048778895	0.012596257	-0.032137133	0.013370921	-0.0629266	-0.013637091	-0.036015596	-0.087750785	0.038959667	0.019395823	-0.032333173	0.07097275	-0.05779623	-0.06394291	-0.011472774
0.080665134	0.064505346	0.0010948011	0.0055664782	-0.0028222823	0.063782535	-0.0075418716	0.015071482	-0.059863836	-0.020488482	-0.090163626	-0.09143995	-0.036331687	-0.024922855	-0.08550077	-0.0675654
0.1408142	-0.002367897	-0.07066191	0.059340622	0.13752244	0.077170126	0.018216288	0.028525237	0.0640822	-0.129467	-0.09965361	-0.10246236	-0.10523355	-0.019587459	-0.110527515	-0.12058159
-0.051942337	0.12377702	0.064711995	-0.09321901	-0.02648699	-0.010756907	-0.033044018	-0.121484555	-0.09751138	0.07230429	0.027797429	-0.013931849	0.08862794	-0.09279747	0.0547275	0.026844302
0.08734961	0.021328744	0.07582111	-0.061564498	-0.028039448	-0.005714642	-0.053564016	-0.075072885	-0.009851736	0.06330331	-0.040341936	-0.030462159	-0.030805808	-0.09065883	-0.050009787	0.07059849
0.12995517	0.015826335	0.009739053	0.025979115	0.12183319	0.015162688	-0.008797858	0.022180557	-0.0076056924	-0.0987283	-0.06396559	-0.14126639	-0.089789875	-0.041109245	-0.0876558	-0.060692597
0.12862228	0.04586226	-0.0064691356	0.019215083	0.10724314	0.06977709	0.009341945	0.03300286	0.014976069	-0.117646255	-0.050447337	-0.084444754	-0.067055054	-0.03818886	-0.07271367	-0.029765587
0.008100616	0.069830544	0.032647874	-0.06130129	-0.045574103	-0.053311855	-0.043719828	-0.056728825	-0.07144975	-0.03384713	-0.004667519	0.059250336	0.05789672	0.024074517	0.037450716	0.037169665
0.04742985	0.12087096	0.057047978	-0.007526801	-0.011111488	0.048692603	-0.0518722	-0.046565026	-0.0059877853	-0.0047115483	-0.024925867	-0.056273494	0.0061897417	-0.035434503	-0.0022151917	-0.0065347394
0.07756337	-0.08269856	0.023424823	0.03328063	-0.018648118	0.013013345	0.06080228	0.022035977	0.06510736	-0.048382655	-0.084713124	-0.013010052	0.015023175	0.15430756	-0.054292325	0.022010192
0.022210786	0.016841637	0.014497896	-0.074488804	-0.022216102	-0.0068824617	0.08868435	-0.08943558	-0.052430008	0.03528454	-0.04615299	0.01552119	-0.0085669095	-0.06706328	-0.05092263	0.027557654
-0.011572413	-0.009074404	0.048516206	-0.113524385	-0.10050759	-0.037321657	-0.023032598	-0.08775309	0.0011056737	0.049710125	-0.0012507351	0.0014148363	0.04644502	-0.03733267	-0.052514292	0.10149508
